BillNo,Date,Time,Description,Quantity,Rate,Amount
203372,1/6/2014,11:24:03,CORNETTO BUT,1,35,35
203373,1/6/2014,11:25:00,DIET COKE TI,2,25,50
203374,1/6/2014,11:25:42,KINDER JOY 2,1,35,35
203375,1/6/2014,11:25:49,EGG         ,12,4,48
203376,1/6/2014,11:28:24,MILK 500ML  ,3,22,66
203376,1/6/2014,11:28:24,AMUL BUTTER ,1,36,36
203376,1/6/2014,11:28:24,PRIL LEQUID ,1,50,50
203376,1/6/2014,11:28:24,BRITANNIA MI,1,22,22
203377,1/6/2014,11:29:00,BUTTER MILK ,5,6,30
203378,1/6/2014,11:29:47,SUGAR 500GM ,1,20,20
203378,1/6/2014,11:29:47,MILK 500ML  ,2,22,44
203378,1/6/2014,11:29:47,LAYS 10/   ,1,10,10
203379,1/6/2014,11:31:14,DHANIYA 100G,1,23,23
203379,1/6/2014,11:31:14,GREEN BATANI,1,17,17
203380,1/6/2014,11:31:41,THUMSUP 2 LT,1,78,78
203381,1/6/2014,11:31:58,BRITANNIA WH,1,30,30
203382,1/6/2014,11:32:25,HERITAGE SWE,2,20,40
203382,1/6/2014,11:32:25,AMUL FRESH C,1,43,43
203383,1/6/2014,11:33:47,SPEARMINT CH,1,10,10
203383,1/6/2014,11:33:47,DURACELL AA2,1,50,50
203384,1/6/2014,11:34:20,KINLEY SODA ,1,18,18
203385,1/6/2014,11:34:30,RAI SMALL 20,1,24,24
203385,1/6/2014,11:34:30,MENTHI 200GM,1,14,14
203385,1/6/2014,11:34:30,REVIVE INSTA,1,50,50
203386,1/6/2014,11:36:52,HERITAGE PAN,1,70,70
203386,1/6/2014,11:36:52,BUTTER MILK ,3,6,18
203387,1/6/2014,11:39:32,STAYFREE SEC,1,33,33
203388,1/6/2014,11:41:22,AIRTEL CARD ,94,1,94
203388,1/6/2014,11:41:22,ORBIT CHEWIN,7,5,35
203388,1/6/2014,11:41:22,GODREJ RICH ,3,30,90
203389,1/6/2014,11:42:25,BADAM FLAVOU,1,18,18
203390,1/6/2014,11:43:26,CELLO PEN 10,1,10,10
203390,1/6/2014,11:43:26,NOTE  BOOK  ,15,1,15
203391,1/6/2014,11:43:57,MILK 500ML  ,1,22,22
203392,1/6/2014,11:46:38,EGG         ,13,4,52
203392,1/6/2014,11:46:38,VANILLA ICE ,3,15,45
203393,1/6/2014,11:50:24,DOVE SOAP 75,1,45,45
203393,1/6/2014,11:50:24,DOVE SOAP 75,1,46,46
203393,1/6/2014,11:50:24,COCONUT 1P  ,1,16,16
203393,1/6/2014,11:50:24,GROUND NUT 5,1,44,44
203393,1/6/2014,11:50:24,UDATH ROUND ,1,106,106
203393,1/6/2014,11:50:24,PRIYA RICE R,1,86,86
203393,1/6/2014,11:50:24,IDLI RAVA NO,2,26,52
203393,1/6/2014,11:50:24,NESTLE FRESH,2,55,110
203393,1/6/2014,11:50:24,EGG         ,12,4,48
203394,1/6/2014,11:50:56,THUMSUP 2 LT,1,78,78
203395,1/6/2014,11:54:17,ONIONS      ,1,20,20
203395,1/6/2014,11:54:17,RED CHILLI 2,1,31,31
203395,1/6/2014,11:54:17,KURNOOL RICE,3,52,156
203396,1/6/2014,11:56:00,KINDER JOY 2,1,35,35
203397,1/6/2014,11:56:17,VICKS COUGH ,5,1,5
203397,1/6/2014,11:56:17,PIM POM LOLL,1,5,5
203398,1/6/2014,11:56:52,KURNOOL RICE,1,52,52
203399,1/6/2014,11:57:54,CADBURY GEMS,1,5,5
203399,1/6/2014,11:57:54,GIFT COVER  ,3,5,15
203400,1/6/2014,12:00:33,CARRY BAG   ,1,3,3
203400,1/6/2014,12:00:33,COCACOLA TI,1,25,25
203400,1/6/2014,12:00:33,VIJAYA SUNFL,2,84,168
203400,1/6/2014,12:00:33,MILK 500ML  ,2,22,44
203400,1/6/2014,12:00:33,LAVANGAM 20G,1,32,32
203400,1/6/2014,12:00:33,DALCHANI 50G,1,15,15
203400,1/6/2014,12:00:33,HERITAGE CUR,2,40,80
203400,1/6/2014,12:00:33,CHANA DALL 2,1,11,11
203400,1/6/2014,12:00:33,AASHIRVAAD C,1,24,24
203400,1/6/2014,12:00:33,CHANA POWDER,1,13,13
203400,1/6/2014,12:00:33,ELACHI GREEN,1,85,85
203400,1/6/2014,12:00:33,PILLSBURY AT,1,44,44
203401,1/6/2014,12:02:24,KINLEY SODA ,1,28,28
203401,1/6/2014,12:02:24,UDATH DALL 2,1,22,22
203401,1/6/2014,12:02:24,SWARNA PACKE,1,71,71
203401,1/6/2014,12:02:24,MAAZA 200ML ,1,12,12
203401,1/6/2014,12:02:24,ARIEL ULTRAM,1,224,224
203401,1/6/2014,12:02:24,COMFORT FABR,1,44,44
203402,1/6/2014,12:03:10,EGG         ,7,4,28
203402,1/6/2014,12:03:10,BRITANNIA MA,1,20,20
